hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.item	Answer.target_property	Answer.target_position	Answer.left_items	Answer.middle_items	Answer.right_items	Answer.position_chosen	Answer.items_chosen	Answer.target_frequency	Answer.familiarization_cond	Answer.participant_response_type_condition	Answer.participant_feature_count_condition	Answer.linguistic_framing_condition	Answer.target_filler_sequence_condition	Answer.question_type_condition	Answer.manip_check_target	Answer.manip_check_dist	Answer.manip_check_foil	Answer.name_check_correct	Answer.choice	Answer.choice_correct	Answer.money_allocated_to_foil	Answer.money_allocated_to_target	Answer.money_allocated_to_logical	Answer.Likert_value_foil	Answer.Likert_value_target	Answer.Likert_value_logical	Answer.about	Answer.comment	Answer.age	Answer.gender	Answer.scale_and_levels_condition	Answer.familiarization_present_in_study	Answer.top_question_order	Answer.middle_question_order	Answer.bottom_question_order	Answer.image_version	Answer.color_salience	Answer.hand_position
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3L2IS5HSFAJ7XKXSDVVRT7QK71FUN5	A33AZCOKCCTUXV	Submitted	Tue Jun 09 16:00:04 PDT 2015	Mon Jun 08 15:58:57 PDT 2015	Mon Jun 08 16:00:04 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""apple1,"""	"""cookie1,"""	undefined	"""left"""	"""apple1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""lunch boxes"""	""""""	""""""	""""""	11	0	0	2	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	392CY0QWG1SG2LSM19RHBVW9MPXI4Q	A3PW7093T1AOCC	Submitted	Tue Jun 09 16:00:11 PDT 2015	Mon Jun 08 15:58:45 PDT 2015	Mon Jun 08 16:00:11 PDT 2015						"""house"""	"""car2"""	"""middle"""	"""bicycle2,car1,"""	"""car1,"""	undefined	"""middle"""	"""car1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Doubled_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""How people make judgements of others based on little information"""	"""Interesting! Never done a task like this before."""	"""26"""	"""f"""	10	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3S3AMIZX3U62PEPF2AWO3WSKMX7DCX	AZ87VXTITFIJR	Submitted	Tue Jun 09 16:00:11 PDT 2015	Mon Jun 08 15:59:35 PDT 2015	Mon Jun 08 16:00:11 PDT 2015						"""lunchbox"""	"""cookie2"""	"""right"""	"""cookie1,"""	"""apple1,"""	"""cookie1,"""	"""left"""	"""cookie1,"""	0	-1	0	1	15	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""cookies"""	""""""	""""""	"""m"""	9	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3JW0YLFXRTHACIVB0W1F7EO8LTUWWX	A1KO0XH1M5RMJT	Submitted	Tue Jun 09 16:00:26 PDT 2015	Mon Jun 08 15:59:15 PDT 2015	Mon Jun 08 16:00:26 PDT 2015						"""lunchbox"""	"""cookie2"""	"""left"""	"""cookie1,"""	"""apple2,cookie1,"""	undefined	"""middle"""	"""apple2,cookie1,"""	0	-1	0	1	15	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""lunchboxes"""	"""cookie implies singular."""	"""28"""	"""m"""	10	0	0	2	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3OONKJ5DKCKAJ6OYEJE936Y18QDBOK	A3TG5YNIWW3WGP	Submitted	Tue Jun 09 16:00:27 PDT 2015	Mon Jun 08 15:59:38 PDT 2015	Mon Jun 08 16:00:27 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""apple1,"""	"""cookie1,"""	undefined	"""middle"""	"""cookie1,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""COOKEHS. & lunchboxes."""	"""Nupe."""	"""25"""	"""cisgendered female."""	11	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	338JKRMM260V8FXJ4SJNOMHUEMFAH1	ARZB13VXVQOWT	Submitted	Tue Jun 09 16:00:30 PDT 2015	Mon Jun 08 15:59:07 PDT 2015	Mon Jun 08 16:00:30 PDT 2015						"""plate"""	"""fork1"""	"""middle"""	"""fork2,spoon1,"""	"""fork2,"""	undefined	"""left"""	"""fork2,spoon1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Bob and his plates"""	"""This makes no sense"""	"""37"""	"""f"""	11	0	0	2	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	34S9DKFK73QOETHXNWSGWSWX3PRNYX	A42HOWK7GR37J	Submitted	Tue Jun 09 16:00:34 PDT 2015	Mon Jun 08 15:59:46 PDT 2015	Mon Jun 08 16:00:34 PDT 2015						"""plate"""	"""spoon2"""	"""middle"""	"""fork2,spoon1,"""	"""spoon1,"""	undefined	"""left"""	"""fork2,spoon1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""I'm not sure."""	"""No"""	"""30"""	"""m"""	10	0	2	1	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3X3OR7WPZZ1JBNNUYFE7KN465FOL8F	AD368A1RHHRC3	Submitted	Tue Jun 09 16:00:39 PDT 2015	Mon Jun 08 15:59:08 PDT 2015	Mon Jun 08 16:00:39 PDT 2015						"""plate"""	"""spoon2"""	"""left"""	"""spoon1,"""	"""fork1,"""	undefined	"""middle"""	"""fork1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Bob liked to collect plates."""	"""none"""	"""67"""	"""f"""	10	0	2	1	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	340UGXU9DY2K5P61FMHI3OKXT4HUVM	A38TGO8LQIFEBR	Submitted	Tue Jun 09 16:00:39 PDT 2015	Mon Jun 08 16:00:00 PDT 2015	Mon Jun 08 16:00:39 PDT 2015						"""house"""	"""bicycle1"""	"""middle"""	"""bicycle1,"""	"""bicycle1,"""	undefined	"""left"""	"""bicycle1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""how many bikes there are at a house"""	""""""	"""21"""	"""f"""	11	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3HSYG7LRBJZSMI7DM4Z9VS0IBFCKKT	A29L9XKXNGHLRL	Submitted	Tue Jun 09 16:00:41 PDT 2015	Mon Jun 08 16:00:03 PDT 2015	Mon Jun 08 16:00:41 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""apple2,cookie1,"""	"""cookie1,"""	undefined	"""left"""	"""apple2,cookie1,"""	0	-1	0	1	15	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""linguistics"""	""""""	"""24"""	"""m"""	10	0	0	1	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	38SKSKU7R1YC0TZ771QYXCYK8BTILK	A10GR7FIE6GLBA	Submitted	Tue Jun 09 16:00:56 PDT 2015	Mon Jun 08 16:00:10 PDT 2015	Mon Jun 08 16:00:56 PDT 2015						"""plate"""	"""spoon2"""	"""left"""	"""spoon1,"""	"""fork1,"""	undefined	"""middle"""	"""fork1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""I dunno"""	""""""	"""27"""	"""M"""	10	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3Q8GYXHFEP37L1AMN4E55K4S9G95CH	A2UF2FRGVW4T89	Submitted	Tue Jun 09 16:00:57 PDT 2015	Mon Jun 08 16:00:12 PDT 2015	Mon Jun 08 16:00:57 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""apple1,"""	"""cookie1,"""	undefined	"""middle"""	"""cookie1,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Doubled_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""I have no idea"""	""""""	"""42"""	"""male"""	10	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3G0WWMR1UVLF5RQBWMBMJ6TV4G9NQT	A1L0YD748M2WRN	Submitted	Tue Jun 09 16:00:58 PDT 2015	Mon Jun 08 16:00:19 PDT 2015	Mon Jun 08 16:00:58 PDT 2015						"""house"""	"""bicycle1"""	"""left"""	"""bicycle1,bicycle2,"""	"""bicycle1,"""	undefined	"""middle"""	"""bicycle1,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Which house Bob says has a bicycle."""	""""""	"""19"""	"""m"""	10	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3B837J3LDOXCX5XGHXH8NQD6N1JSRB	A1P8WL2QGA7WHE	Submitted	Tue Jun 09 16:01:00 PDT 2015	Mon Jun 08 15:56:52 PDT 2015	Mon Jun 08 16:01:00 PDT 2015						"""house"""	"""bicycle1"""	"""left"""	"""bicycle1,bicycle2,"""	"""bicycle1,"""	undefined	"""middle"""	"""bicycle1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""observing what bob likes to do"""	"""strange"""	"""46"""	"""m"""	10	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3XIQGXAUMC9AB3Z02TPPHH3Y14RX7P	AG8FPQJHF5NTA	Submitted	Tue Jun 09 16:01:03 PDT 2015	Mon Jun 08 16:00:15 PDT 2015	Mon Jun 08 16:01:03 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""cookie1,"""	"""cookie1,"""	"""apple1,"""	"""left"""	"""cookie1,"""	0	-1	0	1	1	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""lunchboxes?"""	"""n/a"""	"""41"""	"""f"""	9	0	0	2	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3XIQGXAUMC9AB3Z02TPPHH3Y14S7X0	A1OQ52KDFMOJGR	Submitted	Tue Jun 09 16:01:05 PDT 2015	Mon Jun 08 15:59:56 PDT 2015	Mon Jun 08 16:01:05 PDT 2015						"""house"""	"""car2"""	"""middle"""	"""bicycle2,car1,"""	"""car1,"""	undefined	"""left"""	"""bicycle2,car1,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""House hunting"""	"""no"""	"""41"""	"""f"""	10	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	33C7UALJVLZ6LGJQ55WO08VS79J81W	A1P7HV5FPJ29H4	Submitted	Tue Jun 09 16:01:06 PDT 2015	Mon Jun 08 16:00:45 PDT 2015	Mon Jun 08 16:01:06 PDT 2015						"""plate"""	"""fork1"""	"""left"""	"""fork1,"""	"""fork1,"""	undefined	"""middle"""	"""fork1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Plates"""	"""Nope"""	"""30"""	"""m"""	11	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3PH3VY7DJLYE6D0GBJLM6IIQ2VYWZN	A1O2D67U4IBFS7	Submitted	Tue Jun 09 16:01:08 PDT 2015	Mon Jun 08 15:59:58 PDT 2015	Mon Jun 08 16:01:08 PDT 2015						"""lunchbox"""	"""apple1"""	"""middle"""	"""apple2,cookie1,"""	"""apple1,apple2,"""	undefined	"""middle"""	"""apple1,apple2,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Doubled_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Lunchboxes with cookies & apples"""	""""""	"""27"""	"""m"""	10	0	1	2	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3EO896NRAWWWEHRIYSDPV4N1F34TJA	A2HSCKH5NKN5LP	Submitted	Tue Jun 09 16:01:12 PDT 2015	Mon Jun 08 16:00:36 PDT 2015	Mon Jun 08 16:01:12 PDT 2015						"""lunchbox"""	"""apple1"""	"""middle"""	"""apple2,cookie1,"""	"""apple1,apple2,"""	"""apple2,"""	"""right"""	"""apple2,"""	0	-1	0	1	15	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""How one might perceive what someone says."""	"""Pay is always great and fair, thank you."""	""""""	"""M"""	9	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3R9WASFE2ZHCVRELLUBM2UWQ7S9FZ9	A2DEYDHCQGL558	Submitted	Tue Jun 09 16:01:16 PDT 2015	Mon Jun 08 16:00:02 PDT 2015	Mon Jun 08 16:01:16 PDT 2015						"""lunchbox"""	"""apple1"""	"""left"""	"""apple1,apple2,"""	"""apple2,cookie1,"""	"""apple2,"""	"""middle"""	"""apple2,cookie1,"""	0	-1	0	1	16	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""lunchboxes"""	"""no"""	"""32"""	"""f"""	9	0	2	1	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	39K0FND3AHGH0TYUVPZ0GRPQV8EAMA	A318QP0E1HS9DX	Submitted	Tue Jun 09 16:01:21 PDT 2015	Mon Jun 08 16:00:24 PDT 2015	Mon Jun 08 16:01:21 PDT 2015						"""plate"""	"""spoon2"""	"""left"""	"""spoon1,"""	"""fork2,spoon1,"""	undefined	"""middle"""	"""fork2,spoon1,"""	0	-1	0	1	15	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""plates"""	"""Thanks"""	"""32"""	"""m"""	10	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	33LK57MYLT6LZWJ7REBL9TF5WI2ZSB	AOTCPS24JM5DQ	Submitted	Tue Jun 09 16:01:31 PDT 2015	Mon Jun 08 16:00:55 PDT 2015	Mon Jun 08 16:01:31 PDT 2015						"""lunchbox"""	"""apple1"""	"""left"""	"""apple1,apple2,"""	"""apple2,cookie1,"""	"""apple2,"""	"""middle"""	"""apple2,cookie1,"""	0	-1	0	1	1	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""not sure"""	"""fun"""	"""24"""	"""male"""	9	0	1	2	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3OHYZ19UGC650WJ685ED8VEVQ8TAOP	A2HYSV53FQ1ER1	Submitted	Tue Jun 09 16:01:38 PDT 2015	Mon Jun 08 16:00:43 PDT 2015	Mon Jun 08 16:01:38 PDT 2015						"""house"""	"""car2"""	"""left"""	"""car1,"""	"""bicycle1,"""	undefined	"""middle"""	"""bicycle1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""What type of house would a single man shop for"""	""""""	"""23"""	"""m"""	10	0	1	2	0	"""3"""	0	-1
